Datetime,Site,Energy_Type,Energy_Generated_MWh,Capacity_Utilization_%,Temperature_C,Cloud_Cover_%,Wind_Speed_m_s,Day_Type,Season
2024-01-21 07:45:00,Site_A,Wind,32.44,32.44,22.89,,5.79,Weekend,Winter
2024-01-21 11:00:00,Site_B,Solar,17.36,17.36,19.35,74.08,,Weekend,Winter
2024-01-21 17:00:00,Site_B,Wind,63.57,63.57,9.23,,9.96,Weekend,Winter
2024-01-21 06:45:00,Site_C,Solar,46.03,46.03,30.96,60.15,,Weekend,Winter
2024-01-21 09:00:00,Site_C,Wind,65.49,65.49,13.97,,10.9,Weekend,Winter
2024-01-22 15:15:00,Site_A,Solar,29.01,29.01,13.9,67.16,,Weekday,Winter
2024-01-22 11:15:00,Site_A,Wind,29.17,29.17,5.2,,7.56,Weekday,Winter
2024-01-22 08:00:00,Site_B,Solar,52.97,52.97,23.75,38.92,,Weekday,Winter
2024-01-22 08:30:00,Site_B,Wind,48.24,48.24,6.86,,10.75,Weekday,Winter
2024-01-22 14:30:00,Site_C,Solar,45.63,45.63,22.93,48.78,,Weekday,Winter
2024-01-22 11:15:00,Site_C,Wind,39.6,39.6,15.23,,10.75,Weekday,Winter
2024-01-23 06:00:00,Site_A,Solar,19.02,19.02,32.31,98.99,,Weekday,Winter
2024-01-23 18:45:00,Site_A,Wind,48.59,48.59,12.97,,8.17,Weekday,Winter
2024-01-23 12:00:00,Site_B,Solar,80.74,80.74,30.36,21.39,,Weekday,Winter
2024-01-23 14:00:00,Site_B,Wind,51.94,51.94,25.0,,11.47,Weekday,Winter
2024-01-23 07:00:00,Site_C,Solar,53.55,53.55,32.17,41.79,,Weekday,Winter
2024-01-23 11:15:00,Site_C,Wind,38.85,38.85,16.99,,6.76,Weekday,Winter
2024-01-24 09:00:00,Site_A,Solar,49.36,49.36,15.18,29.18,,Weekday,Winter
2024-01-24 13:00:00,Site_A,Wind,12.44,12.44,18.23,,4.09,Weekday,Winter
2024-01-24 12:00:00,Site_B,Solar,35.27,35.27,30.24,76.51,,Weekday,Winter
2024-01-24 18:00:00,Site_B,Wind,21.44,21.44,14.43,,4.89,Weekday,Winter
2024-01-24 14:00:00,Site_C,Solar,36.29,36.29,33.72,76.4,,Weekday,Winter
2024-01-24 18:45:00,Site_C,Wind,27.7,27.7,21.02,,6.66,Weekday,Winter
2024-01-25 12:45:00,Site_A,Solar,64.86,64.86,27.84,29.24,,Weekday,Winter
2024-01-25 16:45:00,Site_A,Wind,39.64,39.64,22.6,,9.07,Weekday,Winter
2024-01-25 09:00:00,Site_B,Solar,77.72,77.72,26.67,8.14,,Weekday,Winter
2024-01-25 09:15:00,Site_B,Wind,26.0,26.0,-2.45,,5.69,Weekday,Winter
2024-01-25 10:15:00,Site_C,Solar,83.47,83.47,22.5,1.14,,Weekday,Winter
2024-01-25 14:30:00,Site_C,Wind,35.24,35.24,23.38,,6.65,Weekday,Winter
2024-01-26 11:15:00,Site_A,Solar,48.32,48.32,20.96,42.75,,Weekday,Winter
2024-01-26 11:00:00,Site_A,Wind,24.97,24.97,13.44,,5.5,Weekday,Winter
2024-01-26 06:30:00,Site_B,Solar,57.78,57.78,19.78,41.03,,Weekday,Winter
2024-01-26 08:45:00,Site_B,Wind,41.34,41.34,27.49,,6.69,Weekday,Winter
2024-01-26 06:30:00,Site_C,Solar,26.96,26.96,33.41,98.84,,Weekday,Winter
2024-01-26 12:15:00,Site_C,Wind,39.28,39.28,8.81,,10.69,Weekday,Winter
2024-01-27 11:00:00,Site_A,Solar,53.39,53.39,25.74,46.98,,Weekend,Winter
2024-01-27 06:30:00,Site_A,Wind,38.2,38.2,10.24,,8.72,Weekend,Winter
2024-01-27 14:45:00,Site_B,Solar,65.34,65.34,28.07,25.64,,Weekend,Winter
2024-01-27 12:45:00,Site_B,Wind,31.37,31.37,18.57,,6.85,Weekend,Winter
2024-01-27 09:30:00,Site_C,Solar,31.91,31.91,29.06,89.12,,Weekend,Winter
2024-01-27 10:00:00,Site_C,Wind,59.31,59.31,17.32,,10.44,Weekend,Winter
2024-01-28 09:30:00,Site_A,Solar,62.21,62.21,39.68,49.11,,Weekend,Winter
2024-01-28 08:15:00,Site_A,Wind,40.93,40.93,7.8,,8.05,Weekend,Winter
2024-01-28 11:45:00,Site_B,Solar,32.4,32.4,16.45,59.92,,Weekend,Winter
2024-01-28 06:15:00,Site_B,Wind,39.43,39.43,12.25,,8.27,Weekend,Winter
2024-01-28 16:15:00,Site_C,Solar,75.45,75.45,17.16,9.57,,Weekend,Winter
2024-01-28 18:45:00,Site_C,Wind,50.94,50.94,4.55,,10.29,Weekend,Winter
2024-01-29 07:45:00,Site_A,Solar,44.4,44.4,19.99,38.29,,Weekday,Winter
2024-01-29 15:15:00,Site_A,Wind,37.66,37.66,8.54,,7.31,Weekday,Winter
2024-01-29 09:00:00,Site_B,Solar,23.22,23.22,20.23,94.42,,Weekday,Winter
2024-01-29 14:30:00,Site_B,Wind,43.55,43.55,18.63,,9.83,Weekday,Winter
2024-01-29 07:30:00,Site_C,Solar,48.95,48.95,22.47,58.95,,Weekday,Winter
2024-01-29 13:30:00,Site_C,Wind,53.39,53.39,13.74,,9.69,Weekday,Winter
2024-01-30 17:00:00,Site_A,Solar,71.24,71.24,29.47,34.45,,Weekday,Winter
2024-01-30 17:45:00,Site_A,Wind,45.55,45.55,9.64,,7.71,Weekday,Winter
2024-01-30 08:15:00,Site_B,Solar,40.77,40.77,23.68,62.57,,Weekday,Winter
2024-01-30 10:00:00,Site_B,Wind,21.14,21.14,17.56,,5.21,Weekday,Winter
2024-01-30 06:15:00,Site_C,Solar,12.44,12.44,15.29,91.04,,Weekday,Winter
2024-01-30 08:45:00,Site_C,Wind,42.02,42.02,-1.69,,8.03,Weekday,Winter
2024-01-31 09:15:00,Site_A,Solar,72.41,72.41,26.73,27.4,,Weekday,Winter
2024-01-31 18:15:00,Site_A,Wind,33.34,33.34,18.44,,10.27,Weekday,Winter
2024-01-31 17:00:00,Site_B,Solar,52.81,52.81,35.32,50.51,,Weekday,Winter
2024-01-31 13:45:00,Site_B,Wind,50.09,50.09,16.11,,9.64,Weekday,Winter
2024-01-31 15:45:00,Site_C,Solar,23.65,23.65,29.1,95.87,,Weekday,Winter
2024-01-31 12:00:00,Site_C,Wind,50.16,50.16,13.63,,11.42,Weekday,Winter
2024-02-01 12:30:00,Site_A,Solar,76.21,76.21,26.49,17.24,,Weekday,Winter
2024-02-01 18:15:00,Site_A,Wind,40.53,40.53,26.67,,7.02,Weekday,Winter
2024-02-01 07:30:00,Site_B,Solar,23.03,23.03,14.38,71.97,,Weekday,Winter
2024-02-01 08:45:00,Site_B,Wind,59.24,59.24,17.9,,9.56,Weekday,Winter
2024-02-01 13:00:00,Site_C,Solar,60.75,60.75,35.68,61.45,,Weekday,Winter
2024-02-01 16:45:00,Site_C,Wind,30.92,30.92,16.97,,5.99,Weekday,Winter
2024-02-02 15:30:00,Site_A,Solar,49.88,49.88,33.25,67.97,,Weekday,Winter
2024-02-02 14:00:00,Site_A,Wind,28.43,28.43,10.6,,8.4,Weekday,Winter
2024-02-02 07:45:00,Site_B,Solar,65.62,65.62,24.84,35.12,,Weekday,Winter
2024-02-02 11:45:00,Site_B,Wind,62.78,62.78,15.23,,10.21,Weekday,Winter
2024-02-02 08:00:00,Site_C,Solar,46.86,46.86,13.91,31.39,,Weekday,Winter
2024-02-02 07:30:00,Site_C,Wind,53.98,53.98,6.82,,9.81,Weekday,Winter
2024-02-03 09:30:00,Site_A,Solar,22.26,22.26,19.52,68.42,,Weekend,Winter
2024-02-03 08:15:00,Site_A,Wind,34.76,34.76,20.75,,8.21,Weekend,Winter
2024-02-03 11:30:00,Site_B,Solar,71.67,71.67,29.36,21.55,,Weekend,Winter
2024-02-03 08:45:00,Site_B,Wind,25.5,25.5,17.27,,7.46,Weekend,Winter
2024-02-03 11:45:00,Site_C,Solar,58.55,58.55,29.12,41.97,,Weekend,Winter
2024-02-03 18:45:00,Site_C,Wind,27.62,27.62,13.85,,6.01,Weekend,Winter
2024-02-04 10:45:00,Site_A,Solar,80.92,80.92,31.01,18.82,,Weekend,Winter
2024-02-04 18:15:00,Site_A,Wind,25.64,25.64,15.06,,7.55,Weekend,Winter
2024-02-04 17:45:00,Site_B,Solar,87.83,87.83,25.29,0.83,,Weekend,Winter
2024-02-04 07:45:00,Site_B,Wind,20.59,20.59,13.14,,5.38,Weekend,Winter
2024-02-04 18:15:00,Site_C,Solar,14.12,14.12,28.42,97.01,,Weekend,Winter
2024-02-04 18:45:00,Site_C,Wind,34.98,34.98,12.05,,7.31,Weekend,Winter
2024-02-05 09:45:00,Site_A,Solar,63.42,63.42,29.88,43.17,,Weekday,Winter
2024-02-05 13:00:00,Site_A,Wind,18.08,18.08,7.07,,4.39,Weekday,Winter
2024-02-05 16:15:00,Site_B,Solar,14.23,14.23,19.51,96.93,,Weekday,Winter
2024-02-05 15:45:00,Site_B,Wind,29.03,29.03,19.81,,5.36,Weekday,Winter
2024-02-05 11:45:00,Site_C,Solar,90.41,90.41,24.56,14.03,,Weekday,Winter
2024-02-05 17:15:00,Site_C,Wind,46.05,46.05,11.82,,9.71,Weekday,Winter
2024-02-06 10:45:00,Site_A,Solar,47.5,47.5,29.45,58.74,,Weekday,Winter
2024-02-06 15:00:00,Site_A,Wind,56.26,56.26,10.75,,9.48,Weekday,Winter
2024-02-06 15:15:00,Site_B,Solar,69.67,69.67,24.0,20.1,,Weekday,Winter
2024-02-06 10:15:00,Site_B,Wind,39.11,39.11,24.79,,7.42,Weekday,Winter
2024-02-06 16:15:00,Site_C,Solar,28.61,28.61,32.7,79.01,,Weekday,Winter
2024-02-06 12:30:00,Site_C,Wind,39.67,39.67,26.01,,8.13,Weekday,Winter
2024-02-07 17:45:00,Site_A,Solar,25.21,25.21,23.59,78.37,,Weekday,Winter
2024-02-07 16:00:00,Site_A,Wind,38.16,38.16,23.61,,8.4,Weekday,Winter
2024-02-07 06:00:00,Site_B,Solar,73.66,73.66,20.26,11.26,,Weekday,Winter
2024-02-07 17:45:00,Site_B,Wind,44.16,44.16,8.65,,8.92,Weekday,Winter
2024-02-07 17:45:00,Site_C,Solar,13.26,13.26,13.25,91.21,,Weekday,Winter
2024-02-07 16:45:00,Site_C,Wind,51.18,51.18,26.71,,8.71,Weekday,Winter
2024-02-08 10:30:00,Site_A,Solar,66.17,66.17,20.68,19.46,,Weekday,Winter
2024-02-08 10:45:00,Site_A,Wind,29.05,29.05,14.11,,5.33,Weekday,Winter
2024-02-08 10:00:00,Site_B,Solar,27.37,27.37,20.45,61.3,,Weekday,Winter
2024-02-08 12:00:00,Site_B,Wind,18.07,18.07,19.87,,3.11,Weekday,Winter
2024-02-08 07:00:00,Site_C,Solar,19.39,19.39,23.12,98.56,,Weekday,Winter
2024-02-08 14:15:00,Site_C,Wind,22.57,22.57,5.87,,5.97,Weekday,Winter
2024-02-09 16:00:00,Site_A,Solar,29.22,29.22,27.21,88.24,,Weekday,Winter
2024-02-09 07:45:00,Site_A,Wind,34.83,34.83,4.96,,7.69,Weekday,Winter
2024-02-09 17:30:00,Site_B,Solar,10.96,10.96,20.81,95.66,,Weekday,Winter
2024-02-09 09:15:00,Site_B,Wind,60.99,60.99,0.25,,9.92,Weekday,Winter
2024-02-09 14:15:00,Site_C,Solar,53.73,53.73,17.88,34.26,,Weekday,Winter
2024-02-09 14:15:00,Site_C,Wind,49.28,49.28,16.25,,8.47,Weekday,Winter
2024-02-10 16:00:00,Site_A,Solar,58.02,58.02,15.18,10.56,,Weekend,Winter
2024-02-10 18:45:00,Site_A,Wind,40.47,40.47,4.63,,9.07,Weekend,Winter
2024-02-10 17:00:00,Site_B,Solar,75.37,75.37,24.99,18.83,,Weekend,Winter
2024-02-10 10:45:00,Site_B,Wind,32.05,32.05,11.19,,6.21,Weekend,Winter
2024-02-10 11:30:00,Site_C,Solar,59.01,59.01,34.96,50.05,,Weekend,Winter
2024-02-10 10:00:00,Site_C,Wind,44.13,44.13,27.84,,7.86,Weekend,Winter
2024-02-11 14:15:00,Site_A,Solar,20.98,20.98,20.66,79.32,,Weekend,Winter
2024-02-11 12:45:00,Site_A,Wind,50.39,50.39,18.9,,8.13,Weekend,Winter
2024-02-11 13:30:00,Site_B,Solar,77.17,77.17,28.75,15.02,,Weekend,Winter
2024-02-11 13:00:00,Site_B,Wind,25.92,25.92,10.82,,6.49,Weekend,Winter
2024-02-11 15:30:00,Site_C,Solar,27.59,27.59,17.52,65.97,,Weekend,Winter
2024-02-11 14:30:00,Site_C,Wind,28.65,28.65,14.91,,5.86,Weekend,Winter
2024-02-12 16:30:00,Site_A,Solar,59.36,59.36,24.14,32.36,,Weekday,Winter
2024-02-12 13:45:00,Site_A,Wind,41.96,41.96,11.95,,7.55,Weekday,Winter
2024-02-12 14:45:00,Site_B,Solar,63.09,63.09,27.21,34.12,,Weekday,Winter
2024-02-12 10:00:00,Site_B,Wind,43.75,43.75,9.74,,9.32,Weekday,Winter
2024-02-12 08:45:00,Site_C,Solar,34.67,34.67,19.24,66.19,,Weekday,Winter
2024-02-12 11:15:00,Site_C,Wind,26.71,26.71,15.76,,6.19,Weekday,Winter
2024-02-13 08:15:00,Site_A,Solar,56.7,56.7,26.93,46.7,,Weekday,Winter
2024-02-13 07:30:00,Site_A,Wind,40.51,40.51,6.76,,7.58,Weekday,Winter
2024-02-13 15:30:00,Site_B,Solar,34.23,34.23,29.64,81.2,,Weekday,Winter
2024-02-13 18:45:00,Site_B,Wind,50.69,50.69,2.61,,10.71,Weekday,Winter
2024-02-13 16:15:00,Site_C,Solar,68.05,68.05,22.11,15.59,,Weekday,Winter
2024-02-13 13:15:00,Site_C,Wind,41.27,41.27,13.19,,6.96,Weekday,Winter
2024-02-14 06:30:00,Site_A,Solar,29.6,29.6,21.82,78.99,,Weekday,Winter
2024-02-14 14:15:00,Site_A,Wind,31.99,31.99,11.04,,8.01,Weekday,Winter
2024-02-14 11:15:00,Site_B,Solar,87.7,87.7,34.36,6.42,,Weekday,Winter
2024-02-14 08:45:00,Site_B,Wind,49.67,49.67,9.04,,7.79,Weekday,Winter
2024-02-14 10:30:00,Site_C,Solar,88.54,88.54,37.21,19.41,,Weekday,Winter
2024-02-14 17:15:00,Site_C,Wind,28.74,28.74,18.06,,7.62,Weekday,Winter
2024-02-15 14:15:00,Site_A,Solar,39.59,39.59,25.46,65.61,,Weekday,Winter
2024-02-15 10:30:00,Site_A,Wind,60.05,60.05,18.33,,11.34,Weekday,Winter
2024-02-15 16:45:00,Site_B,Solar,42.78,42.78,37.65,85.49,,Weekday,Winter
2024-02-15 16:30:00,Site_B,Wind,44.07,44.07,8.04,,8.61,Weekday,Winter
2024-02-15 09:30:00,Site_C,Solar,64.13,64.13,19.4,25.27,,Weekday,Winter
2024-02-15 18:45:00,Site_C,Wind,31.75,31.75,9.72,,4.86,Weekday,Winter
2024-02-16 18:15:00,Site_A,Solar,67.58,67.58,25.16,32.72,,Weekday,Winter
2024-02-16 10:45:00,Site_A,Wind,53.85,53.85,2.92,,11.06,Weekday,Winter
2024-02-16 15:30:00,Site_B,Solar,47.74,47.74,25.11,53.71,,Weekday,Winter
2024-02-16 10:00:00,Site_B,Wind,36.69,36.69,26.85,,8.55,Weekday,Winter
2024-02-16 12:45:00,Site_C,Solar,69.58,69.58,25.76,21.16,,Weekday,Winter
2024-02-16 15:45:00,Site_C,Wind,32.99,32.99,12.95,,7.25,Weekday,Winter
2024-02-17 07:45:00,Site_A,Solar,24.18,24.18,21.91,81.12,,Weekend,Winter
2024-02-17 09:00:00,Site_A,Wind,52.75,52.75,21.29,,10.7,Weekend,Winter
2024-02-17 13:30:00,Site_B,Solar,30.78,30.78,20.87,77.36,,Weekend,Winter
2024-02-17 18:30:00,Site_B,Wind,34.99,34.99,27.92,,6.44,Weekend,Winter
2024-02-17 12:30:00,Site_C,Solar,78.1,78.1,34.67,14.53,,Weekend,Winter
2024-02-17 08:30:00,Site_C,Wind,61.55,61.55,16.8,,11.43,Weekend,Winter
2024-02-18 07:00:00,Site_A,Solar,49.73,49.73,24.94,46.38,,Weekend,Winter
2024-02-18 12:15:00,Site_A,Wind,32.23,32.23,22.21,,8.19,Weekend,Winter
2024-02-18 15:30:00,Site_B,Solar,30.52,30.52,30.47,77.48,,Weekend,Winter
2024-02-18 07:30:00,Site_B,Wind,51.41,51.41,9.36,,10.01,Weekend,Winter
2024-02-18 07:30:00,Site_C,Solar,64.06,64.06,22.37,33.73,,Weekend,Winter
2024-02-18 13:15:00,Site_C,Wind,69.01,69.01,5.74,,14.14,Weekend,Winter
2024-02-19 13:45:00,Site_A,Solar,47.42,47.42,27.05,63.31,,Weekday,Winter
2024-02-19 10:30:00,Site_A,Wind,42.49,42.49,19.67,,8.36,Weekday,Winter
2024-02-19 16:45:00,Site_B,Solar,63.96,63.96,18.25,5.02,,Weekday,Winter
2024-02-19 09:15:00,Site_B,Wind,43.95,43.95,11.81,,7.81,Weekday,Winter
2024-02-19 12:00:00,Site_C,Solar,32.94,32.94,18.26,60.87,,Weekday,Winter
2024-02-19 06:45:00,Site_C,Wind,22.87,22.87,8.71,,5.87,Weekday,Winter
2024-02-20 07:15:00,Site_A,Solar,80.16,80.16,27.76,15.27,,Weekday,Winter
2024-02-20 12:45:00,Site_A,Wind,39.87,39.87,9.87,,7.76,Weekday,Winter
2024-02-20 17:15:00,Site_B,Solar,25.02,25.02,23.5,83.06,,Weekday,Winter
2024-02-20 18:00:00,Site_B,Wind,30.43,30.43,3.61,,5.93,Weekday,Winter
2024-02-20 12:45:00,Site_C,Solar,56.82,56.82,25.93,35.54,,Weekday,Winter
2024-02-20 10:45:00,Site_C,Wind,52.31,52.31,14.69,,7.63,Weekday,Winter
2024-02-21 16:30:00,Site_A,Solar,62.51,62.51,21.36,28.16,,Weekday,Winter
2024-02-21 16:15:00,Site_A,Wind,70.22,70.22,13.68,,13.79,Weekday,Winter
2024-02-21 12:00:00,Site_B,Solar,26.6,26.6,25.9,84.09,,Weekday,Winter
2024-02-21 14:30:00,Site_B,Wind,28.27,28.27,9.3,,8.24,Weekday,Winter
2024-02-21 15:15:00,Site_C,Solar,70.74,70.74,17.62,5.01,,Weekday,Winter
2024-02-21 13:15:00,Site_C,Wind,24.66,24.66,27.64,,6.89,Weekday,Winter
2024-02-22 06:45:00,Site_A,Solar,47.47,47.47,21.83,39.66,,Weekday,Winter
2024-02-22 07:45:00,Site_A,Wind,25.57,25.57,14.32,,7.58,Weekday,Winter
2024-02-22 17:45:00,Site_B,Solar,60.97,60.97,30.05,37.0,,Weekday,Winter
2024-02-22 07:45:00,Site_B,Wind,36.06,36.06,39.7,,7.18,Weekday,Winter
2024-02-22 12:15:00,Site_C,Solar,51.73,51.73,18.78,28.48,,Weekday,Winter
2024-02-22 15:15:00,Site_C,Wind,56.1,56.1,18.15,,10.1,Weekday,Winter
2024-02-23 09:15:00,Site_A,Solar,19.12,19.12,21.46,91.18,,Weekday,Winter
2024-02-23 10:30:00,Site_A,Wind,37.25,37.25,11.23,,7.82,Weekday,Winter
2024-02-23 18:30:00,Site_B,Solar,39.65,39.65,21.4,75.09,,Weekday,Winter
2024-02-23 08:45:00,Site_B,Wind,54.18,54.18,7.12,,11.22,Weekday,Winter
2024-02-23 16:30:00,Site_C,Solar,84.31,84.31,24.79,6.39,,Weekday,Winter
2024-02-23 10:30:00,Site_C,Wind,38.53,38.53,4.68,,7.37,Weekday,Winter
2024-02-24 07:15:00,Site_A,Solar,46.89,46.89,29.73,71.47,,Weekend,Winter
2024-02-24 11:45:00,Site_A,Wind,46.18,46.18,15.39,,7.5,Weekend,Winter
2024-02-24 07:45:00,Site_B,Solar,48.7,48.7,27.11,52.73,,Weekend,Winter
2024-02-24 13:45:00,Site_B,Wind,28.94,28.94,11.74,,6.21,Weekend,Winter
2024-02-24 12:30:00,Site_C,Solar,13.39,13.39,23.16,90.09,,Weekend,Winter
2024-02-24 18:30:00,Site_C,Wind,37.08,37.08,17.01,,7.23,Weekend,Winter
2024-02-25 06:15:00,Site_A,Solar,60.55,60.55,19.18,31.29,,Weekend,Winter
2024-02-25 18:15:00,Site_A,Wind,22.16,22.16,12.49,,4.53,Weekend,Winter
2024-02-25 06:45:00,Site_B,Solar,47.51,47.51,20.7,57.42,,Weekend,Winter
2024-02-25 16:00:00,Site_B,Wind,19.86,19.86,8.77,,3.74,Weekend,Winter
2024-02-25 08:15:00,Site_C,Solar,45.63,45.63,14.45,50.08,,Weekend,Winter
2024-02-25 13:30:00,Site_C,Wind,44.94,44.94,24.38,,9.25,Weekend,Winter
2024-02-26 10:00:00,Site_A,Solar,41.5,41.5,21.57,48.96,,Weekday,Winter
2024-02-26 09:15:00,Site_A,Wind,17.55,17.55,23.14,,4.51,Weekday,Winter
2024-02-26 09:45:00,Site_B,Solar,58.25,58.25,30.34,45.61,,Weekday,Winter
2024-02-26 12:15:00,Site_B,Wind,38.05,38.05,6.0,,8.81,Weekday,Winter
2024-02-26 13:30:00,Site_C,Solar,56.89,56.89,19.56,20.56,,Weekday,Winter
2024-02-26 16:15:00,Site_C,Wind,18.98,18.98,32.92,,7.0,Weekday,Winter
2024-02-27 11:30:00,Site_A,Solar,45.92,45.92,33.75,75.57,,Weekday,Winter
2024-02-27 15:30:00,Site_A,Wind,52.48,52.48,14.78,,9.88,Weekday,Winter
2024-02-27 15:15:00,Site_B,Solar,56.08,56.08,26.29,45.13,,Weekday,Winter
2024-02-27 15:00:00,Site_B,Wind,24.1,24.1,10.58,,4.55,Weekday,Winter
2024-02-27 11:00:00,Site_C,Solar,17.33,17.33,27.16,95.85,,Weekday,Winter
2024-02-27 08:45:00,Site_C,Wind,52.35,52.35,9.98,,9.2,Weekday,Winter
2024-02-28 13:45:00,Site_A,Solar,47.89,47.89,14.84,26.08,,Weekday,Winter
2024-02-28 08:15:00,Site_A,Wind,26.63,26.63,5.75,,8.66,Weekday,Winter
2024-02-28 06:30:00,Site_B,Solar,36.31,36.31,25.11,68.27,,Weekday,Winter
2024-02-28 17:45:00,Site_B,Wind,44.69,44.69,7.08,,8.73,Weekday,Winter
2024-02-28 09:45:00,Site_C,Solar,14.39,14.39,24.66,94.07,,Weekday,Winter
2024-02-28 14:45:00,Site_C,Wind,38.5,38.5,7.48,,10.25,Weekday,Winter
2024-02-29 18:45:00,Site_A,Solar,37.6,37.6,21.09,66.35,,Weekday,Winter
2024-02-29 12:00:00,Site_A,Wind,37.41,37.41,20.97,,8.14,Weekday,Winter
2024-02-29 14:30:00,Site_B,Solar,28.72,28.72,26.24,87.13,,Weekday,Winter
2024-02-29 17:45:00,Site_B,Wind,25.95,25.95,14.93,,3.1,Weekday,Winter
2024-02-29 14:15:00,Site_C,Solar,23.45,23.45,29.39,82.75,,Weekday,Winter
2024-02-29 08:30:00,Site_C,Wind,46.21,46.21,18.36,,8.9,Weekday,Winter
2024-03-01 16:00:00,Site_A,Solar,68.27,68.27,32.23,36.01,,Weekday,Spring
2024-03-01 10:00:00,Site_A,Wind,49.16,49.16,11.78,,8.64,Weekday,Spring
2024-03-01 16:30:00,Site_B,Solar,38.18,38.18,22.85,60.01,,Weekday,Spring
2024-03-01 10:30:00,Site_B,Wind,38.0,38.0,5.89,,7.51,Weekday,Spring
2024-03-01 11:00:00,Site_C,Solar,75.59,75.59,22.86,15.63,,Weekday,Spring
2024-03-01 13:00:00,Site_C,Wind,35.1,35.1,21.75,,6.32,Weekday,Spring
2024-03-02 08:00:00,Site_A,Solar,61.81,61.81,31.5,53.55,,Weekend,Spring
2024-03-02 10:45:00,Site_A,Wind,29.45,29.45,21.72,,7.28,Weekend,Spring
2024-03-02 09:00:00,Site_B,Solar,60.94,60.94,16.03,23.04,,Weekend,Spring
2024-03-02 16:00:00,Site_B,Wind,53.91,53.91,22.58,,10.92,Weekend,Spring
2024-03-02 11:15:00,Site_C,Solar,22.72,22.72,15.81,74.37,,Weekend,Spring
2024-03-02 16:00:00,Site_C,Wind,35.51,35.51,21.29,,6.16,Weekend,Spring
2024-03-03 18:15:00,Site_A,Solar,46.77,46.77,23.16,52.81,,Weekend,Spring
2024-03-03 10:30:00,Site_A,Wind,14.07,14.07,19.92,,4.52,Weekend,Spring
2024-03-03 12:45:00,Site_B,Solar,54.32,54.32,18.34,41.12,,Weekend,Spring
2024-03-03 12:00:00,Site_B,Wind,30.02,30.02,23.2,,5.06,Weekend,Spring
2024-03-03 06:15:00,Site_C,Solar,66.24,66.24,17.68,26.88,,Weekend,Spring
2024-03-03 11:30:00,Site_C,Wind,45.47,45.47,10.32,,7.93,Weekend,Spring
2024-03-04 18:45:00,Site_A,Solar,9.03,9.03,20.01,99.87,,Weekday,Spring
2024-03-04 14:30:00,Site_A,Wind,55.05,55.05,2.72,,11.34,Weekday,Spring
2024-03-04 12:15:00,Site_B,Solar,85.63,85.63,25.47,7.17,,Weekday,Spring
2024-03-04 17:15:00,Site_B,Wind,55.91,55.91,27.64,,12.41,Weekday,Spring
2024-03-04 08:45:00,Site_C,Solar,90.75,90.75,38.33,4.36,,Weekday,Spring
2024-03-04 18:15:00,Site_C,Wind,48.26,48.26,15.68,,9.3,Weekday,Spring
2024-03-05 06:30:00,Site_A,Solar,67.9,67.9,30.58,21.73,,Weekday,Spring
2024-03-05 10:15:00,Site_A,Wind,32.99,32.99,16.62,,6.04,Weekday,Spring
2024-03-05 06:45:00,Site_B,Solar,21.86,21.86,27.49,97.11,,Weekday,Spring
2024-03-05 14:30:00,Site_B,Wind,29.28,29.28,12.6,,6.25,Weekday,Spring
2024-03-05 10:15:00,Site_C,Solar,24.48,24.48,25.98,97.92,,Weekday,Spring
2024-03-05 16:30:00,Site_C,Wind,57.77,57.77,18.76,,9.75,Weekday,Spring
2024-03-06 08:30:00,Site_A,Solar,32.38,32.38,22.11,65.49,,Weekday,Spring
2024-03-06 12:30:00,Site_A,Wind,58.55,58.55,14.46,,10.66,Weekday,Spring
2024-03-06 12:15:00,Site_B,Solar,28.03,28.03,24.71,88.01,,Weekday,Spring
2024-03-06 07:30:00,Site_B,Wind,34.26,34.26,20.78,,6.72,Weekday,Spring
2024-03-06 17:00:00,Site_C,Solar,62.53,62.53,19.67,21.4,,Weekday,Spring
2024-03-06 09:30:00,Site_C,Wind,45.38,45.38,14.64,,10.85,Weekday,Spring
2024-03-07 12:45:00,Site_A,Solar,23.73,23.73,34.56,97.2,,Weekday,Spring
2024-03-07 08:00:00,Site_A,Wind,29.01,29.01,23.15,,7.54,Weekday,Spring
2024-03-07 07:00:00,Site_B,Solar,86.32,86.32,31.75,14.28,,Weekday,Spring
2024-03-07 14:00:00,Site_B,Wind,45.11,45.11,15.17,,9.43,Weekday,Spring
2024-03-07 09:45:00,Site_C,Solar,82.13,82.13,26.6,10.11,,Weekday,Spring
2024-03-07 18:45:00,Site_C,Wind,61.53,61.53,22.02,,10.29,Weekday,Spring
2024-03-08 12:15:00,Site_A,Solar,86.01,86.01,32.8,11.22,,Weekday,Spring
2024-03-08 17:45:00,Site_A,Wind,34.62,34.62,1.34,,5.04,Weekday,Spring
2024-03-08 06:15:00,Site_B,Solar,36.55,36.55,18.42,57.31,,Weekday,Spring
2024-03-08 16:30:00,Site_B,Wind,47.59,47.59,24.17,,8.9,Weekday,Spring
2024-03-08 07:30:00,Site_C,Solar,29.98,29.98,23.62,78.1,,Weekday,Spring
2024-03-08 06:30:00,Site_C,Wind,48.69,48.69,10.3,,10.86,Weekday,Spring
2024-03-09 08:15:00,Site_A,Solar,51.51,51.51,18.73,36.67,,Weekend,Spring
2024-03-09 17:00:00,Site_A,Wind,45.72,45.72,11.11,,6.88,Weekend,Spring
2024-03-09 12:30:00,Site_B,Solar,7.81,7.81,17.99,97.79,,Weekend,Spring
