,datetime,year,month,day,hour,day_of_week,site,energy_type,energy_generated_mwh,capacity_utilization_%,temperature_c,cloud_cover_%,wind_speed_m_s,day_type,season,quarter,days
2563,2024-03-03 10:30:00,2024,3,3,10,Sunday,Site_A,Wind,14.07,14.07,19.92,30.44,4.52,Weekend,Spring,1,3
2564,2024-03-03 11:30:00,2024,3,3,11,Sunday,Site_C,Wind,45.47,45.47,10.32,34.0,7.93,Weekend,Spring,1,3
2565,2024-03-03 12:00:00,2024,3,3,12,Sunday,Site_B,Wind,30.02,30.02,23.2,37.56,5.06,Weekend,Spring,1,3
2566,2024-03-03 12:45:00,2024,3,3,12,Sunday,Site_B,Solar,54.32,54.32,18.34,41.12,0.0,Weekend,Spring,1,3
2567,2024-03-03 18:15:00,2024,3,3,18,Sunday,Site_A,Solar,46.77,46.77,23.16,52.81,0.0,Weekend,Spring,1,3
2568,2024-03-04 08:45:00,2024,3,4,8,Monday,Site_C,Solar,90.75,90.75,38.33,4.36,0.0,Weekday,Spring,1,4
2569,2024-03-04 12:15:00,2024,3,4,12,Monday,Site_B,Solar,85.63,85.63,25.47,7.17,0.0,Weekday,Spring,1,4
2570,2024-03-04 14:30:00,2024,3,4,14,Monday,Site_A,Wind,55.05,55.05,2.72,30.345,11.34,Weekday,Spring,1,4
2571,2024-03-04 17:15:00,2024,3,4,17,Monday,Site_B,Wind,55.91,55.91,27.64,53.52,12.41,Weekday,Spring,1,4
2572,2024-03-04 18:15:00,2024,3,4,18,Monday,Site_C,Wind,48.26,48.26,15.68,76.69500000000001,9.3,Weekday,Spring,1,4
2573,2024-03-04 18:45:00,2024,3,4,18,Monday,Site_A,Solar,9.03,9.03,20.01,99.87,0.0,Weekday,Spring,1,4
2574,2024-03-05 06:30:00,2024,3,5,6,Tuesday,Site_A,Solar,67.9,67.9,30.58,21.73,0.0,Weekday,Spring,1,5
2575,2024-03-05 06:45:00,2024,3,5,6,Tuesday,Site_B,Solar,21.86,21.86,27.49,97.11,0.0,Weekday,Spring,1,5
2576,2024-03-05 10:15:00,2024,3,5,10,Tuesday,Site_A,Wind,32.99,32.99,16.62,97.515,6.04,Weekday,Spring,1,5
2577,2024-03-05 10:15:00,2024,3,5,10,Tuesday,Site_C,Solar,24.48,24.48,25.98,97.92,0.0,Weekday,Spring,1,5
2578,2024-03-05 14:30:00,2024,3,5,14,Tuesday,Site_B,Wind,29.28,29.28,12.6,89.8125,6.25,Weekday,Spring,1,5
2579,2024-03-05 16:30:00,2024,3,5,16,Tuesday,Site_C,Wind,57.77,57.77,18.76,81.705,9.75,Weekday,Spring,1,5
2580,2024-03-06 07:30:00,2024,3,6,7,Wednesday,Site_B,Wind,34.26,34.26,20.78,73.5975,6.72,Weekday,Spring,1,6
2581,2024-03-06 08:30:00,2024,3,6,8,Wednesday,Site_A,Solar,32.38,32.38,22.11,65.49,0.0,Weekday,Spring,1,6
2582,2024-03-06 09:30:00,2024,3,6,9,Wednesday,Site_C,Wind,45.38,45.38,14.64,76.75,10.85,Weekday,Spring,1,6
2583,2024-03-06 12:15:00,2024,3,6,12,Wednesday,Site_B,Solar,28.03,28.03,24.71,88.01,0.0,Weekday,Spring,1,6
2584,2024-03-06 12:30:00,2024,3,6,12,Wednesday,Site_A,Wind,58.55,58.55,14.46,54.705,10.66,Weekday,Spring,1,6
2585,2024-03-06 17:00:00,2024,3,6,17,Wednesday,Site_C,Solar,62.53,62.53,19.67,21.4,0.0,Weekday,Spring,1,6
2586,2024-03-07 07:00:00,2024,3,7,7,Thursday,Site_B,Solar,86.32,86.32,31.75,14.28,0.0,Weekday,Spring,1,7
2587,2024-03-07 08:00:00,2024,3,7,8,Thursday,Site_A,Wind,29.01,29.01,23.15,12.195,7.54,Weekday,Spring,1,7
2588,2024-03-07 09:45:00,2024,3,7,9,Thursday,Site_C,Solar,82.13,82.13,26.6,10.11,0.0,Weekday,Spring,1,7
2589,2024-03-07 12:45:00,2024,3,7,12,Thursday,Site_A,Solar,23.73,23.73,34.56,97.2,0.0,Weekday,Spring,1,7
2590,2024-03-07 14:00:00,2024,3,7,14,Thursday,Site_B,Wind,45.11,45.11,15.17,83.90333333333334,9.43,Weekday,Spring,1,7
2591,2024-03-07 18:45:00,2024,3,7,18,Thursday,Site_C,Wind,61.53,61.53,22.02,70.60666666666667,10.29,Weekday,Spring,1,7
2592,2024-03-08 06:15:00,2024,3,8,6,Friday,Site_B,Solar,36.55,36.55,18.42,57.31,0.0,Weekday,Spring,1,8
2593,2024-03-08 06:30:00,2024,3,8,6,Friday,Site_C,Wind,48.69,48.69,10.3,67.705,10.86,Weekday,Spring,1,8
2594,2024-03-08 07:30:00,2024,3,8,7,Friday,Site_C,Solar,29.98,29.98,23.62,78.1,0.0,Weekday,Spring,1,8
2595,2024-03-08 12:15:00,2024,3,8,12,Friday,Site_A,Solar,86.01,86.01,32.8,11.22,0.0,Weekday,Spring,1,8
2596,2024-03-08 16:30:00,2024,3,8,16,Friday,Site_B,Wind,47.59,47.59,24.17,19.703333333333333,8.9,Weekday,Spring,1,8
2597,2024-03-08 17:45:00,2024,3,8,17,Friday,Site_A,Wind,34.62,34.62,1.34,28.186666666666667,5.04,Weekday,Spring,1,8
2598,2024-03-09 08:15:00,2024,3,9,8,Saturday,Site_A,Solar,51.51,51.51,18.73,36.67,0.0,Weekend,Spring,1,9
2599,2024-03-09 08:15:00,2024,3,9,8,Saturday,Site_B,Wind,16.15,16.15,29.64,57.04333333333334,5.89,Weekend,Spring,1,9
2600,2024-03-09 12:15:00,2024,3,9,12,Saturday,Site_C,Wind,38.93,38.93,14.59,77.41666666666667,8.99,Weekend,Spring,1,9
2601,2024-03-09 12:30:00,2024,3,9,12,Saturday,Site_B,Solar,7.81,7.81,17.99,97.79,0.0,Weekend,Spring,1,9
2602,2024-03-09 14:00:00,2024,3,9,14,Saturday,Site_C,Solar,52.75,52.75,24.89,43.44,0.0,Weekend,Spring,1,9
2603,2024-03-09 17:00:00,2024,3,9,17,Saturday,Site_A,Wind,45.72,45.72,11.11,45.02,6.88,Weekend,Spring,1,9
2604,2024-03-10 06:45:00,2024,3,10,6,Sunday,Site_B,Solar,58.9,58.9,29.73,46.6,0.0,Weekend,Spring,1,10
2605,2024-03-10 09:30:00,2024,3,10,9,Sunday,Site_C,Wind,37.48,37.48,12.91,53.7,8.0,Weekend,Spring,1,10
2606,2024-03-10 09:45:00,2024,3,10,9,Sunday,Site_A,Wind,46.27,46.27,21.74,60.8,8.27,Weekend,Spring,1,10
2607,2024-03-10 10:00:00,2024,3,10,10,Sunday,Site_C,Solar,34.62,34.62,21.85,67.9,0.0,Weekend,Spring,1,10
2608,2024-03-10 10:45:00,2024,3,10,10,Sunday,Site_A,Solar,79.69,79.69,27.94,15.04,0.0,Weekend,Spring,1,10
2609,2024-03-10 12:15:00,2024,3,10,12,Sunday,Site_B,Wind,33.47,33.47,22.52,49.13,7.35,Weekend,Spring,1,10
2610,2024-03-11 08:15:00,2024,3,11,8,Monday,Site_A,Solar,23.36,23.36,28.85,83.22,0.0,Weekday,Spring,1,11
2611,2024-03-11 09:30:00,2024,3,11,9,Monday,Site_A,Wind,22.4,22.4,11.31,73.885,4.66,Weekday,Spring,1,11
2612,2024-03-11 10:15:00,2024,3,11,10,Monday,Site_B,Wind,35.82,35.82,17.79,64.55,8.81,Weekday,Spring,1,11
2613,2024-03-11 10:45:00,2024,3,11,10,Monday,Site_C,Wind,67.34,67.34,2.56,55.215,11.19,Weekday,Spring,1,11
2614,2024-03-11 18:15:00,2024,3,11,18,Monday,Site_B,Solar,66.04,66.04,24.97,45.88,0.0,Weekday,Spring,1,11
2615,2024-03-11 18:45:00,2024,3,11,18,Monday,Site_C,Solar,38.1,38.1,28.93,59.36,0.0,Weekday,Spring,1,11
2616,2024-03-12 06:30:00,2024,3,12,6,Tuesday,Site_B,Solar,41.53,41.53,28.54,64.59,0.0,Weekday,Spring,1,12
2617,2024-03-12 07:15:00,2024,3,12,7,Tuesday,Site_B,Wind,33.51,33.51,20.44,73.0925,6.34,Weekday,Spring,1,12
2618,2024-03-12 09:15:00,2024,3,12,9,Tuesday,Site_C,Wind,52.24,52.24,24.47,81.595,8.35,Weekday,Spring,1,12
2619,2024-03-12 11:45:00,2024,3,12,11,Tuesday,Site_A,Wind,35.23,35.23,13.36,90.0975,6.57,Weekday,Spring,1,12
2620,2024-03-12 13:00:00,2024,3,12,13,Tuesday,Site_C,Solar,24.28,24.28,33.04,98.6,0.0,Weekday,Spring,1,12
2621,2024-03-12 14:45:00,2024,3,12,14,Tuesday,Site_A,Solar,72.1,72.1,28.57,26.73,0.0,Weekday,Spring,1,12
2622,2024-03-13 06:00:00,2024,3,13,6,Wednesday,Site_B,Wind,52.83,52.83,15.23,41.48,10.2,Weekday,Spring,1,13
2623,2024-03-13 07:15:00,2024,3,13,7,Wednesday,Site_C,Solar,46.92,46.92,29.36,56.23,0.0,Weekday,Spring,1,13
2624,2024-03-13 08:45:00,2024,3,13,8,Wednesday,Site_A,Solar,92.88,92.88,31.73,4.91,0.0,Weekday,Spring,1,13
2625,2024-03-13 14:45:00,2024,3,13,14,Wednesday,Site_C,Wind,48.88,48.88,20.12,32.82333333333334,7.81,Weekday,Spring,1,13
2626,2024-03-13 14:45:00,2024,3,13,14,Wednesday,Site_A,Wind,73.27,73.27,25.11,60.73666666666668,13.69,Weekday,Spring,1,13
2627,2024-03-13 17:30:00,2024,3,13,17,Wednesday,Site_B,Solar,20.99,20.99,26.46,88.65,0.0,Weekday,Spring,1,13
2628,2024-03-14 08:15:00,2024,3,14,8,Thursday,Site_A,Wind,39.32,39.32,17.83,90.93,8.08,Weekday,Spring,1,14
2629,2024-03-14 08:30:00,2024,3,14,8,Thursday,Site_B,Wind,48.01,48.01,9.02,93.21,10.4,Weekday,Spring,1,14
2630,2024-03-14 14:15:00,2024,3,14,14,Thursday,Site_B,Solar,12.54,12.54,24.82,95.49,0.0,Weekday,Spring,1,14
2631,2024-03-14 15:30:00,2024,3,14,15,Thursday,Site_A,Solar,62.23,62.23,23.45,25.21,0.0,Weekday,Spring,1,14
2632,2024-03-14 15:45:00,2024,3,14,15,Thursday,Site_C,Solar,55.06,55.06,31.45,48.34,0.0,Weekday,Spring,1,14
2633,2024-03-14 16:00:00,2024,3,14,16,Thursday,Site_C,Wind,29.68,29.68,15.39,38.27666666666667,6.18,Weekday,Spring,1,14
2634,2024-03-15 07:00:00,2024,3,15,7,Friday,Site_B,Wind,24.58,24.58,15.23,28.21333333333333,5.77,Weekday,Spring,1,15
2635,2024-03-15 07:15:00,2024,3,15,7,Friday,Site_B,Solar,68.58,68.58,22.22,18.15,0.0,Weekday,Spring,1,15
2636,2024-03-15 09:45:00,2024,3,15,9,Friday,Site_C,Wind,66.55,66.55,17.8,21.3,9.85,Weekday,Spring,1,15
2637,2024-03-15 11:00:00,2024,3,15,11,Friday,Site_C,Solar,77.42,77.42,30.69,24.45,0.0,Weekday,Spring,1,15
2638,2024-03-15 11:30:00,2024,3,15,11,Friday,Site_A,Solar,67.52,67.52,35.24,33.17,0.0,Weekday,Spring,1,15
2639,2024-03-15 15:45:00,2024,3,15,15,Friday,Site_A,Wind,55.83,55.83,3.62,47.305,9.22,Weekday,Spring,1,15
2640,2024-03-16 07:30:00,2024,3,16,7,Saturday,Site_B,Solar,32.52,32.52,19.22,61.44,0.0,Weekend,Spring,1,16
2641,2024-03-16 08:15:00,2024,3,16,8,Saturday,Site_A,Solar,26.23,26.23,26.55,83.28,0.0,Weekend,Spring,1,16
2642,2024-03-16 13:00:00,2024,3,16,13,Saturday,Site_C,Solar,19.03,19.03,18.18,91.32,0.0,Weekend,Spring,1,16
2643,2024-03-16 13:00:00,2024,3,16,13,Saturday,Site_C,Wind,36.03,36.03,11.28,80.00428571428571,7.28,Weekend,Spring,1,16
2644,2024-03-16 13:45:00,2024,3,16,13,Saturday,Site_A,Wind,35.09,35.09,7.11,68.68857142857142,7.41,Weekend,Spring,1,16
2645,2024-03-16 14:45:00,2024,3,16,14,Saturday,Site_B,Wind,47.3,47.3,17.26,57.37285714285714,8.4,Weekend,Spring,1,16
2646,2024-03-17 08:45:00,2024,3,17,8,Sunday,Site_C,Wind,68.42,68.42,8.47,46.05714285714286,12.32,Weekend,Spring,1,17
2647,2024-03-17 09:00:00,2024,3,17,9,Sunday,Site_B,Wind,50.68,50.68,23.57,34.74142857142857,7.65,Weekend,Spring,1,17
2648,2024-03-17 10:00:00,2024,3,17,10,Sunday,Site_A,Wind,51.27,51.27,8.12,23.42571428571429,9.4,Weekend,Spring,1,17
2649,2024-03-17 10:00:00,2024,3,17,10,Sunday,Site_B,Solar,88.25,88.25,33.03,12.11,0.0,Weekend,Spring,1,17
2650,2024-03-17 10:30:00,2024,3,17,10,Sunday,Site_C,Solar,73.8,73.8,17.14,0.61,0.0,Weekend,Spring,1,17
2651,2024-03-17 18:30:00,2024,3,17,18,Sunday,Site_A,Solar,69.07,69.07,27.5,23.2,0.0,Weekend,Spring,1,17
2652,2024-03-18 07:00:00,2024,3,18,7,Monday,Site_B,Solar,26.56,26.56,28.83,99.83,0.0,Weekday,Spring,1,18
2653,2024-03-18 12:45:00,2024,3,18,12,Monday,Site_C,Solar,41.68,41.68,27.3,69.5,0.0,Weekday,Spring,1,18
2654,2024-03-18 13:15:00,2024,3,18,13,Monday,Site_A,Solar,38.55,38.55,13.57,50.79,0.0,Weekday,Spring,1,18
2655,2024-03-18 13:30:00,2024,3,18,13,Monday,Site_A,Wind,40.33,40.33,9.52,45.8025,10.84,Weekday,Spring,1,18
2656,2024-03-18 14:45:00,2024,3,18,14,Monday,Site_B,Wind,29.33,29.33,12.1,40.815,5.39,Weekday,Spring,1,18
2657,2024-03-18 18:45:00,2024,3,18,18,Monday,Site_C,Wind,49.47,49.47,4.34,35.8275,8.38,Weekday,Spring,1,18
2658,2024-03-19 10:30:00,2024,3,19,10,Tuesday,Site_A,Solar,70.38,70.38,28.99,30.84,0.0,Weekday,Spring,1,19
2659,2024-03-19 12:15:00,2024,3,19,12,Tuesday,Site_A,Wind,39.61,39.61,11.11,46.61666666666667,9.47,Weekday,Spring,1,19
2660,2024-03-19 12:15:00,2024,3,19,12,Tuesday,Site_B,Wind,39.37,39.37,14.35,62.39333333333333,7.08,Weekday,Spring,1,19
2661,2024-03-19 13:15:00,2024,3,19,13,Tuesday,Site_C,Solar,15.57,15.57,18.64,78.17,0.0,Weekday,Spring,1,19
2662,2024-03-19 15:45:00,2024,3,19,15,Tuesday,Site_C,Wind,65.43,65.43,6.93,82.93,10.42,Weekday,Spring,1,19
2663,2024-03-19 16:45:00,2024,3,19,16,Tuesday,Site_B,Solar,27.05,27.05,25.06,87.69,0.0,Weekday,Spring,1,19
2664,2024-03-20 10:00:00,2024,3,20,10,Wednesday,Site_A,Wind,58.91,58.91,17.79,84.69,10.19,Weekday,Spring,1,20
2665,2024-03-20 10:45:00,2024,3,20,10,Wednesday,Site_B,Solar,31.39,31.39,30.25,81.69,0.0,Weekday,Spring,1,20
2666,2024-03-20 11:15:00,2024,3,20,11,Wednesday,Site_C,Wind,66.77,66.77,2.92,41.615,9.96,Weekday,Spring,1,20
2667,2024-03-20 15:30:00,2024,3,20,15,Wednesday,Site_A,Solar,86.88,86.88,29.84,1.54,0.0,Weekday,Spring,1,20
2668,2024-03-20 17:00:00,2024,3,20,17,Wednesday,Site_C,Solar,64.28,64.28,25.71,30.05,0.0,Weekday,Spring,1,20
2669,2024-03-20 18:00:00,2024,3,20,18,Wednesday,Site_B,Wind,34.88,34.88,17.27,38.455,7.83,Weekday,Spring,1,20
2670,2024-03-21 06:15:00,2024,3,21,6,Thursday,Site_C,Solar,69.97,69.97,32.68,46.86,0.0,Weekday,Spring,1,21
2671,2024-03-21 06:45:00,2024,3,21,6,Thursday,Site_A,Solar,83.24,83.24,23.65,14.97,0.0,Weekday,Spring,1,21
2672,2024-03-21 09:30:00,2024,3,21,9,Thursday,Site_B,Wind,53.79,53.79,19.81,17.523333333333333,10.72,Weekday,Spring,1,21
2673,2024-03-21 16:30:00,2024,3,21,16,Thursday,Site_C,Wind,58.07,58.07,19.18,20.076666666666668,9.77,Weekday,Spring,1,21
2674,2024-03-21 17:15:00,2024,3,21,17,Thursday,Site_B,Solar,85.17,85.17,34.77,22.63,0.0,Weekday,Spring,1,21
2675,2024-03-21 18:30:00,2024,3,21,18,Thursday,Site_A,Wind,11.62,11.62,14.81,32.56,3.18,Weekday,Spring,1,21
2676,2024-03-22 11:15:00,2024,3,22,11,Friday,Site_A,Solar,53.09,53.09,21.44,42.49,0.0,Weekday,Spring,1,22
2677,2024-03-22 11:15:00,2024,3,22,11,Friday,Site_C,Solar,65.51,65.51,23.08,17.22,0.0,Weekday,Spring,1,22
2678,2024-03-22 14:15:00,2024,3,22,14,Friday,Site_C,Wind,21.41,21.41,13.56,21.11,3.95,Weekday,Spring,1,22
2679,2024-03-22 17:30:00,2024,3,22,17,Friday,Site_B,Wind,46.37,46.37,8.43,25.0,8.5,Weekday,Spring,1,22
2680,2024-03-22 18:15:00,2024,3,22,18,Friday,Site_B,Solar,69.0,69.0,26.18,28.89,0.0,Weekday,Spring,1,22
2681,2024-03-22 18:45:00,2024,3,22,18,Friday,Site_A,Wind,29.75,29.75,15.82,52.555,5.82,Weekday,Spring,1,22
2682,2024-03-23 06:15:00,2024,3,23,6,Saturday,Site_A,Solar,36.42,36.42,33.03,76.22,0.0,Weekend,Spring,1,23
2683,2024-03-23 11:45:00,2024,3,23,11,Saturday,Site_A,Wind,28.11,28.11,0.43,87.61500000000001,6.47,Weekend,Spring,1,23
2684,2024-03-23 12:15:00,2024,3,23,12,Saturday,Site_B,Solar,27.3,27.3,31.03,99.01,0.0,Weekend,Spring,1,23
2685,2024-03-23 13:30:00,2024,3,23,13,Saturday,Site_B,Wind,52.58,52.58,8.44,91.93333333333334,10.19,Weekend,Spring,1,23
2686,2024-03-23 14:30:00,2024,3,23,14,Saturday,Site_C,Wind,30.16,30.16,23.26,84.85666666666667,7.97,Weekend,Spring,1,23
2687,2024-03-23 17:45:00,2024,3,23,17,Saturday,Site_C,Solar,21.42,21.42,18.14,77.78,0.0,Weekend,Spring,1,23
2688,2024-03-24 07:00:00,2024,3,24,7,Sunday,Site_A,Wind,38.82,38.82,23.78,51.13,7.86,Weekend,Spring,1,24
2689,2024-03-24 08:30:00,2024,3,24,8,Sunday,Site_B,Solar,80.29,80.29,29.0,24.48,0.0,Weekend,Spring,1,24
2690,2024-03-24 10:15:00,2024,3,24,10,Sunday,Site_B,Wind,32.06,32.06,29.42,27.035,8.09,Weekend,Spring,1,24
2691,2024-03-24 12:15:00,2024,3,24,12,Sunday,Site_A,Solar,64.07,64.07,28.66,29.59,0.0,Weekend,Spring,1,24
2692,2024-03-24 13:00:00,2024,3,24,13,Sunday,Site_C,Wind,42.56,42.56,13.9,25.68,7.86,Weekend,Spring,1,24
2693,2024-03-24 16:00:00,2024,3,24,16,Sunday,Site_C,Solar,74.02,74.02,27.79,21.77,0.0,Weekend,Spring,1,24
2694,2024-03-25 11:15:00,2024,3,25,11,Monday,Site_C,Solar,37.2,37.2,23.46,60.54,0.0,Weekday,Spring,1,25
2695,2024-03-25 11:15:00,2024,3,25,11,Monday,Site_C,Wind,50.53,50.53,0.27,58.736666666666665,8.84,Weekday,Spring,1,25
2696,2024-03-25 13:15:00,2024,3,25,13,Monday,Site_A,Wind,50.85,50.85,23.7,56.93333333333334,9.97,Weekday,Spring,1,25
2697,2024-03-25 13:30:00,2024,3,25,13,Monday,Site_B,Solar,44.55,44.55,21.1,55.13,0.0,Weekday,Spring,1,25
2698,2024-03-25 14:30:00,2024,3,25,14,Monday,Site_A,Solar,83.25,83.25,26.71,13.67,0.0,Weekday,Spring,1,25
2699,2024-03-25 16:15:00,2024,3,25,16,Monday,Site_B,Wind,43.26,43.26,10.44,21.45,6.76,Weekday,Spring,1,25
2700,2024-03-26 06:45:00,2024,3,26,6,Tuesday,Site_C,Solar,67.02,67.02,22.62,29.23,0.0,Weekday,Spring,1,26
2701,2024-03-26 11:00:00,2024,3,26,11,Tuesday,Site_A,Solar,29.34,29.34,25.69,70.55,0.0,Weekday,Spring,1,26
2702,2024-03-26 15:00:00,2024,3,26,15,Tuesday,Site_B,Wind,41.62,41.62,21.06,69.91749999999999,9.48,Weekday,Spring,1,26
2703,2024-03-26 15:15:00,2024,3,26,15,Tuesday,Site_C,Wind,45.03,45.03,26.74,69.285,7.36,Weekday,Spring,1,26
2704,2024-03-26 16:00:00,2024,3,26,16,Tuesday,Site_A,Wind,29.06,29.06,1.8,68.6525,5.71,Weekday,Spring,1,26
2705,2024-03-26 17:00:00,2024,3,26,17,Tuesday,Site_B,Solar,36.47,36.47,25.27,68.02,0.0,Weekday,Spring,1,26
2706,2024-03-27 06:30:00,2024,3,27,6,Wednesday,Site_A,Wind,42.64,42.64,23.34,59.75,7.92,Weekday,Spring,1,27
2707,2024-03-27 07:00:00,2024,3,27,7,Wednesday,Site_C,Wind,45.59,45.59,14.55,51.48,7.53,Weekday,Spring,1,27
2708,2024-03-27 11:00:00,2024,3,27,11,Wednesday,Site_B,Wind,33.77,33.77,2.99,43.21,7.28,Weekday,Spring,1,27
2709,2024-03-27 11:15:00,2024,3,27,11,Wednesday,Site_C,Solar,79.12,79.12,38.55,34.94,0.0,Weekday,Spring,1,27
2710,2024-03-27 13:30:00,2024,3,27,13,Wednesday,Site_A,Solar,59.92,59.92,17.7,33.03,0.0,Weekday,Spring,1,27
2711,2024-03-27 16:30:00,2024,3,27,16,Wednesday,Site_B,Solar,34.51,34.51,28.38,68.15,0.0,Weekday,Spring,1,27
2712,2024-03-28 09:15:00,2024,3,28,9,Thursday,Site_A,Solar,71.71,71.71,20.61,21.26,0.0,Weekday,Spring,1,28
2713,2024-03-28 10:15:00,2024,3,28,10,Thursday,Site_C,Wind,44.76,44.76,12.92,24.235,9.11,Weekday,Spring,1,28
2714,2024-03-28 11:00:00,2024,3,28,11,Thursday,Site_C,Solar,70.78,70.78,25.51,27.21,0.0,Weekday,Spring,1,28
2715,2024-03-28 12:15:00,2024,3,28,12,Thursday,Site_B,Wind,27.58,27.58,14.11,32.32,8.66,Weekday,Spring,1,28
2716,2024-03-28 14:00:00,2024,3,28,14,Thursday,Site_B,Solar,56.79,56.79,23.9,37.43,0.0,Weekday,Spring,1,28
2717,2024-03-28 15:15:00,2024,3,28,15,Thursday,Site_A,Wind,32.46,32.46,5.15,52.623333333333335,5.99,Weekday,Spring,1,28
2718,2024-03-29 06:30:00,2024,3,29,6,Friday,Site_C,Wind,47.77,47.77,17.48,67.81666666666666,8.06,Weekday,Spring,1,29
2719,2024-03-29 08:30:00,2024,3,29,8,Friday,Site_B,Solar,24.32,24.32,15.33,83.01,0.0,Weekday,Spring,1,29
2720,2024-03-29 10:15:00,2024,3,29,10,Friday,Site_C,Solar,16.82,16.82,13.16,85.31,0.0,Weekday,Spring,1,29
2721,2024-03-29 13:30:00,2024,3,29,13,Friday,Site_A,Solar,75.72,75.72,28.17,8.83,0.0,Weekday,Spring,1,29
2722,2024-03-29 14:15:00,2024,3,29,14,Friday,Site_B,Wind,40.99,40.99,13.95,12.1175,6.81,Weekday,Spring,1,29
2723,2024-03-29 16:15:00,2024,3,29,16,Friday,Site_A,Wind,32.8,32.8,12.29,15.405,5.34,Weekday,Spring,1,29
2724,2024-03-30 06:45:00,2024,3,30,6,Saturday,Site_A,Wind,47.77,47.77,16.14,18.692500000000003,6.8,Weekend,Spring,1,30
2725,2024-03-30 09:00:00,2024,3,30,9,Saturday,Site_A,Solar,51.06,51.06,20.1,21.98,0.0,Weekend,Spring,1,30
2726,2024-03-30 10:45:00,2024,3,30,10,Saturday,Site_C,Wind,53.3,53.3,11.97,47.92999999999999,11.23,Weekend,Spring,1,30
2727,2024-03-30 11:00:00,2024,3,30,11,Saturday,Site_C,Solar,36.24,36.24,30.31,73.88,0.0,Weekend,Spring,1,30
2728,2024-03-30 13:00:00,2024,3,30,13,Saturday,Site_B,Solar,83.08,83.08,31.57,6.48,0.0,Weekend,Spring,1,30
2729,2024-03-30 14:00:00,2024,3,30,14,Saturday,Site_B,Wind,32.12,32.12,8.36,14.695,7.55,Weekend,Spring,1,30
2730,2024-03-31 06:15:00,2024,3,31,6,Sunday,Site_C,Wind,36.82,36.82,9.11,22.91,6.8,Weekend,Spring,1,31
2731,2024-03-31 08:00:00,2024,3,31,8,Sunday,Site_B,Wind,12.68,12.68,19.81,31.125,3.38,Weekend,Spring,1,31
2732,2024-03-31 10:45:00,2024,3,31,10,Sunday,Site_B,Solar,49.87,49.87,20.8,39.34,0.0,Weekend,Spring,1,31
2733,2024-03-31 12:00:00,2024,3,31,12,Sunday,Site_A,Wind,34.15,34.15,12.44,22.875,5.96,Weekend,Spring,1,31
2734,2024-03-31 15:00:00,2024,3,31,15,Sunday,Site_C,Solar,90.8,90.8,22.82,6.41,0.0,Weekend,Spring,1,31
2735,2024-03-31 17:15:00,2024,3,31,17,Sunday,Site_A,Solar,86.47,86.47,33.77,21.15,0.0,Weekend,Spring,1,31
2736,2024-04-01 06:15:00,2024,4,1,6,Monday,Site_A,Solar,64.61,64.61,22.61,22.63,0.0,Weekday,Spring,2,1
2737,2024-04-01 09:15:00,2024,4,1,9,Monday,Site_B,Solar,27.83,27.83,31.71,79.29,0.0,Weekday,Spring,2,1
2738,2024-04-01 12:15:00,2024,4,1,12,Monday,Site_B,Wind,26.16,26.16,1.46,79.86500000000001,7.02,Weekday,Spring,2,1
2739,2024-04-01 12:45:00,2024,4,1,12,Monday,Site_C,Solar,29.29,29.29,25.12,80.44,0.0,Weekday,Spring,2,1
2740,2024-04-01 16:45:00,2024,4,1,16,Monday,Site_A,Wind,23.73,23.73,14.69,63.685,7.34,Weekday,Spring,2,1
2741,2024-04-01 17:30:00,2024,4,1,17,Monday,Site_C,Wind,51.58,51.58,19.37,46.93,8.54,Weekday,Spring,2,1
2742,2024-04-02 09:45:00,2024,4,2,9,Tuesday,Site_C,Wind,36.99,36.99,15.7,30.175,6.65,Weekday,Spring,2,2
2743,2024-04-02 09:45:00,2024,4,2,9,Tuesday,Site_C,Solar,80.69,80.69,27.96,13.42,0.0,Weekday,Spring,2,2
2744,2024-04-02 13:30:00,2024,4,2,13,Tuesday,Site_A,Solar,74.55,74.55,25.97,20.71,0.0,Weekday,Spring,2,2
2745,2024-04-02 14:15:00,2024,4,2,14,Tuesday,Site_A,Wind,39.09,39.09,24.17,25.00333333333333,5.94,Weekday,Spring,2,2
2746,2024-04-02 15:15:00,2024,4,2,15,Tuesday,Site_B,Wind,18.44,18.44,13.71,29.296666666666667,5.65,Weekday,Spring,2,2
2747,2024-04-02 15:45:00,2024,4,2,15,Tuesday,Site_B,Solar,63.95,63.95,24.63,33.59,0.0,Weekday,Spring,2,2
2748,2024-04-03 06:15:00,2024,4,3,6,Wednesday,Site_B,Solar,11.54,11.54,21.74,99.22,0.0,Weekday,Spring,2,3
2749,2024-04-03 08:15:00,2024,4,3,8,Wednesday,Site_C,Solar,29.81,29.81,22.36,65.56,0.0,Weekday,Spring,2,3
2750,2024-04-03 09:45:00,2024,4,3,9,Wednesday,Site_A,Wind,31.0,31.0,18.61,46.18000000000001,6.69,Weekday,Spring,2,3
2751,2024-04-03 11:00:00,2024,4,3,11,Wednesday,Site_C,Wind,75.83,75.83,24.47,26.800000000000004,11.1,Weekday,Spring,2,3
2752,2024-04-03 16:45:00,2024,4,3,16,Wednesday,Site_A,Solar,77.26,77.26,23.05,7.42,0.0,Weekday,Spring,2,3
2753,2024-04-03 17:45:00,2024,4,3,17,Wednesday,Site_B,Wind,48.83,48.83,10.72,24.7025,12.24,Weekday,Spring,2,3
